lexicon,label
沉浮试验,进程
抬船试验,进程
浮船坞指示仪,施工
浮坞起重机,施工
引船绞盘,施工
坞墙旁撑,施工
集控室,空间
浮坞排水泵,施工
电缆舱,空间
鼓轮式布缆机,施工
履带式布织机,施工
电缆埋设犁,施工
捞缆钩,施工
布缆浮筒,施工
电缆松紧指示器,施工
布缆测速装置,施工
对中限制器,施工
切线器,施工
首滑轮架,施工
尾滑轮,施工
挖泥设备,施工
排泥设备,施工
挖泥船总队,进程
挖泥船队,进程
挖泥产量,属性
合同挖泥产量,属性
排泥管总长,属性
水上排泥管长度,属性
前移距,属性
泥舱容积曲线,进程
耙吸挖泥阻力,属性
泥泵效率,属性
斗泥泵总扬程,属性
泥泵特性曲线,进程
习排泥管特性曲线,进程
铲斗挖泥臂距,属性
月抓斗最大吊高,属性
最大起重量,属性
最小起重量,属性
鸥抓斗机尾半径,属性
琐抓斗升程,属性
斗链下垂度,属性
链斗容积,属性
上导轮中心高,属性
泥泵,施工
胶衬泥泵,施工
双壳泥泵,施工
冲水泵,施工
气动泵,施工
吸泥管线,施工
船上排泥管,施工
寸挠性接头,施工
压力管线,进程
冲水管,施工
洒水短管,施工
斗轮佼刀,施工
佼刀,施工
佼刀架,施工
佼刀吊架,施工
习佼刀架起落装置,施工
佼刀修理平台,施工
起落绞车,施工
针主动耙头,施工
耙头梯架起落装置,施工
耙臂小车,施工
劝泥舱稀释装置,施工
逍斗链张紧装置,施工
砚链斗装置,施工
心斗链,施工
上导轮平台,施工
硝导链滚轮,施工
链斗传动装置,施工
扛连续斗链,施工
针间隔斗链,施工
斗桥,施工
复式斗桥,施工
引副斗桥,施工
斗桥上支承,施工
斗桥下支承,施工
斗桥吊架,施工
斗桥起落装置,施工
卧桥挡护木,施工
双鄂抓斗,施工
在抓斗的斗臂,施工
铲斗柄,施工
铲斗吊杆,施工
铲斗转盘,施工
铲斗支架,施工
排泥管,施工
喷嘴,施工
球形接头,施工
伸缩接管,施工
塑料排泥管,施工
自浮管,施工
可潜泥管,施工
排泥浮筒,施工
排泥管进气阀,施工
输泥浮筒,施工
泥门启闭机构,施工
分泥板,施工
自动排稀装置,施工
浮力舱,空间
工作错,施工
移错吊杆,施工
船错绞车,施工
铅笔桩,施工
主错绞车,施工
舰错绞车,施工
横移绞车,施工
水下导缆桩,施工
定位系统,施工
挖泥船自控程序系统,施工
泥浆浓度计,施工
挖泥深度指示器,施工
泥斗计数器,施工
挖泥产量计,施工
挖泥情况示屏,施工
挖泥遥控装置,施工
前移距指示仪,施工
电遥测压力计,施工
声波基槽断面示屏,施工
光控惯性罗盘,施工
扣镐索计,施工
电化学腐蚀,状态
海洋人气腐蚀,状态
腐蚀,状态
全浸厌腐蚀,状态
海泥区腐蚀,状态
杂散电流腐蚀,状态
腐蚀试验,进程
不锈钢点蚀试验,进程
不诱钢缝隙腐蚀试验,进程
铝合金品间腐蚀试验,进程
铝合金层状腐蚀试验,进程
涂层耐阴极电位试验,进程
电化学保护,进程
防蚀,状态
腐蚀裕杖,进程
辅助阳极,进程
阳极屏蔽层,进程
接地,进程
屯解润水防污,进程
火焰除锈,进程
金属喷锁,进程
喷锻锌,进程
喷锁铝,进程
喷锁锌铝合金,进程
热浸锁锌,进程
涂装,进程
刮涂,进程
刷涂,进程
压缩空气喷涂,进程
高压元气喷涂,进程
水下涂装,进程
航防蚀涂层,进程
底漆,进程
防锈涂料,进程
防污涂料,进程
报验项目,进程
交验验收通知书,进程
完工检验,进程
拆验,进程
船用产品检验,进程
船用产品证书,成果
船用产品认可证,成果
产品技术质量证明书,成果
船体建造质量检验,进程
检验样条,进程
检验样板,进程
检验样箱,进程
样条法检验,进程
样板法检验,进程
船体放样检验,进程
型线检验,进程
外板展开检验,进程
船体构件展开检验,进程
格子线检验,进程
船体建造公差,进程
船舶建造检验,进程
船体零件加工检验,进程
部件检验,进程
船体分段检验,进程
肋骨框架装配检验,进程
船台装配检验,进程
全船结构检查,进程
全船矫正检查,进程
主尺度测量,进程
船体完整性检验,进程
载重线标记和水尺检验,进程
下水压载检查,进程
下水检查,进程
胎架检验,进程
肋骨检验线,进程
肋骨间距测量,进程
肋骨弯势测扯,进程
船台中心线测蜇,进程
船台标杆线,进程
船体中线测董,进程
船体装配对合线,进程
船体密性试验,进程
冲水试验,进程
灌水试验,进程
水压试验,进程
油压试验,进程
淋水试验,进程
气密试验,进程
煤油试验,进程
油雾试验,进程
船舶设备和船舶系统安装质量检验,进程
描投落试验,进程
铀拉力试验,进程
错链拉力试验,进程
错链拉断试验,进程
抛错试验,进程
人力应急起描试验,进程
舵结构装焊检验,进程
舵装置检验,进程
操舵试验,进程
人力应急操舵试验,进程
救生艇抛落试验,进程
救生艇起落试验,进程
救生艇架强度试验,进程
救生设备到位检查,进程
起货设备吊重试验,进程
货舱口盖装配检验,进程
货舱口围板安装检验,进程
舷梯强度试验,进程
引航员梯试验,进程
轴支架安装检验,进程
轴支架投落试验,进程
系泊设备试验,进程
拖曳设备试验,进程
应急疏水试验,进程
消防系统效用试验,进程
轴系及螺旋桨安装质量检验,进程
轴承位移量检验,进程
轴承座安装检验,进程
轴系安装质量检验,进程
舰轴管镜杆中心校验,进程
航轴管水压试验,进程
轴套水压试验,进程
轴套油压试验,进程
螺旋桨完工测掀,进程
螺旋桨配合检查,进程
螺旋桨静平衡试验,进程
螺旋桨安装检查,进程
螺旋桨轴安装间隙测量,进程
系泊试验和航行试验质量检验,进程
系泊试验,进程
航行试验,进程
倾斜试验,进程
摇摆试验,进程
航速试验,进程
惯性试验,进程
航向稳定性试验,进程
主机系泊试验,进程
主机航行试验,进程
主机起动试验,进程
主机换向试验,进程
主机最低稳定工作转速,属性
主锅炉试验,进程
辅锅炉试验,进程
废气锅炉试验,进程
锅炉安全阀试验,进程
管路密性试验,进程
管系效用试验,进程
发电机组系泊试验,进程
应急发电机组自动起动,进程
发电机组静态特性试验,进程
发电机组动态特性试验,进程
发电机组负载试验,进程
超载,状态
发电机组并联运行试验,进程
冷藏货舱绝热效能试验,进程
制冷试验,进程
制冷系统真空试验,进程
制冷系统气密试验,进程
收发信机效用试验,进程
音响试验,进程
号灯灯光试验,进程
救生艇手提电台效用试验,进程
警报信号自动拍发器效用,进程
警报信号自动报警器效用,进程
火灾自动报菩系统效用,进程
自动喷水系统工作试验,进程
水灭火系统效用试验,进程
二氧化碳灭火系统施放,进程
卤化物灭火系统施放试验,进程
水雾灭火系统喷射试验,进程
惰性气体系统效用试验,进程
泡沫灭火系统喷射试验,进程
船台中心线测量,进程
船体中线测量,进程
二氧化碳灭火系统施放试验,进程
火灾自动报警系统效用试验,进程
警报信号自动报警器效用试验,进程
警报信号自动拍发器效用试验,进程
肋骨弯势测量,进程
舰轴管水压试验,进程
舰轴管惶杆中心校验,进程
螺旋桨完工测量,进程
描拉力试验,进程
描链拉断试验,进程
铀链拉力试验,进程
航员梯试验,进程
应急发电机组自动起动效用试验,进程
人力应急起铀试验,进程
主机最低稳定工作转速试验,进程
油类,施工
油性混合物,施工
排放,进程
倾倒,进程
操作性排放,进程
事故性排放,进程
船上焚烧,进程
防止油类污染系统,施工
舷外排放控制,进程
起动连锁,进程
油水分离器,施工
油分离机,施工
油分浓度计,施工
舱底水,施工
含油舱底水,施工
舱底水综合处理系统,施工
残油,施工
油泥,施工
残油舱,空间
油泥舱,空间
含油舱底水储存柜,施工
油类标准排放接头,施工
重力分离,进程
聚结分离,进程
过滤法,成果
吸附法,成果
油量瞬间排放率,属性
专用压载舱,空间
清洁压载舱,空间
专用压载水,施工
清洁压载水,施工
专用压载舱容量,属性
专用压载舱保护位置,属性
生活污水,施工
灰水,施工
生活污水粉碎消毒系统,施工
生活污水贮存系统,施工
真空收集系统,施工
常规重力收集系统,施工
集污舱,空间
生活污水标准排放接头,施工
生物化学处理法,成果
物理化学处理法,成果
船舶垃圾,施工
可排放垃圾,施工
不可排放垃圾,施工
焚烧炉,施工
生活废弃物,施工
食品废弃物,施工
货物装卸废弃物,施工
维修废弃物,施工
货物残余物,施工
操作性废弃物,施工
垃圾收集,进程
垃圾处置,进程
垃圾打包装置,施工
垃圾压实装置,施工
垃圾粉碎装置,施工
垃圾记录簿,进程
垃圾管理计划,进程
船舶压载水管理,成果
船舶压载水管理计划,进程
压载水管理系统,施工
压载水处理设备,施工
有害水生物和病原体,进程
活性物质,施工
活性有机物,施工
压载舱,空间
压载水容量,属性
取样设备,施工
压载水置换,进程
顺序法,成果
排空法,成果
溢流法,成果
稀释法,成果
压载水记录簿,进程
国际压载水管理证书,成果
洗舱系统,施工
原油洗舱,空间
洗舱机,施工
扫舱装置,施工
统洗,进程
预洗,进程
冲洗,进程
分段清洗,进程
清洗循环次数,属性
洗涤塔,施工
压力真空阀,施工
呼吸阀,施工
有毒液体物质,施工
有效扫舱,空间
泵吸扫舱系统,施工
强制预洗,进程
对已卸完,进程
扫舱量,属性
水性能试验,进程
残余物,施工
高黏度物质,施工
低黏度物质,施工
油污染事故,施工
船上油污应急计划,进程
应急预案,进程
油带,施工
溢油回收系统,施工
图油栏,施工
撒油器,施工
临时储存设备,施工
原地燃烧,进程
流体回收率,属性
回收效率,属性
油回收率,属性
船舶大气污染,进程
消耗臭氧物质,施工
消耗臭氧潜能值,属性
排放控制区,空间
选择性催化还原,进程
挥发性有机化合物,施工
废气滤清,进程
废气再循环,进程
油气挥发控制系统,施工
净油吸附法,成果
燃油燃烧装置,施工
连续进料,进程
船上监测手册,成果
国际防止空气污染证书,成果
特种作业,进程
安全管理,进程
危险因素,进程
有害因素,进程
危险化学品,施工
安全标志,进程
安全通道,空间
安全保护用品,施工
安全设施,施工
高温作业,进程
低温作业,进程
粉尘作业,进程
有毒作业,进程
噪声作业,进程
禹处作业,进程
点处作业,进程
坠落高度基准面,进程
最低坠落着落点,进程
高处作业高度,属性
强风高处作业,进程
带电高处作业,进程
悬空高处作业,进程
抢救商处作业,进程
临边禹处作业,进程
洞口边禹处作业,进程
攀登商处作业,进程
机械行走升降平台嵩处作业,进程
高处作业标记,进程
脚手架,施工
钢管式脚手架,施工
吊笼式悬空脚手架,施工
电动吊篮式脚手架,施工
安全网,施工
涂装作业,进程
特种涂装作业,进程
有限空间,空间
空气喷涂,进程
无气喷涂,进程
静电喷涂,进程
自然通风,进程
机桄通风,进程
火灾,进程
类火灾,进程
明火作业,进程
爆炸,进程
物理爆炸,进程
化学爆炸,进程
燃爆,进程
爆震,进程
可燃气体爆炸,进程
可燃液体爆炸,进程
可燃气体液体混合爆炸,进程
可燃粉尘爆炸,进程
爆炸浓度极限,进程
爆炸温度极限,进程
隔离灭火法,成果
窒息灭火法,成果
冷却灭火法,成果
化学抑制法,成果
焊接切割烟尘,进程
焊接切割有害气体,进程
弧光辐射,进程
放射性,进程
电气作业,进程
感知电流,进程
摆脱电流,进程
致命电流,进程
临时接地,进程
故陪接地,进程
固定接地,进程
工作接地,进程
保护接地,进程
电缆连续导体接地,进程
保护接零,进程
安全电压,属性
直接触电,进程
间接触电,进程
漏电触电,进程
跨步电压触电,进程
送电触电,进程
正送电触电,进程
反送电触电,进程
剩电触电,进程
非接触触电,进程
电击,进程
电伤,进程
电工安全用具,施工
绝缘安全用具,施工
电气安全距离,属性
安全载流量,属性
静电,进程
起重机械,施工
起重作业人员,进程
吊装作业,进程
吊环,施工
吊梁,施工
吊索具,施工
吊杆安全工作负荷,进程
压力容器,施工
常压容器,施工
储存压力容器,施工
元件,施工
受压元件,施工
安全阀,施工
工作压力,属性
设计压力,属性
工作温度,属性
燥炸,进程
煤袋,施工
洞口边点处作业,进程
放电触电,进程
高处作业,进程
故院接地,进程
机械通风,进程
机械行走升降平台高处作业,进程
临边腐处作业,进程
攀登高处作业,进程
起觅作业人员,进程
抢救高处作业,进程
热喷洽,进程
受比元件,进程
有毒作作业,进程
磁极,进程
永磁,进程
亚永磁,进程
瞬磁,进程
感应磁,进程
磁感受性,进程
磁导率,属性
矫顽力,进程
顽磁,进程
剩磁,进程
地球的总磁力,进程
地球的总磁力线,进程
磁倾角,属性
磁差,属性
硬铁,施工
中性铁,施工
软铁,施工
非磁性材料,施工
指向力,进程
平均指向力,进程
罗经,施工
磁罗经,施工
液体罗经,施工
干罗经,施工
半球罗经,施工
非周期罗经,施工
标准罗经,施工
操舵罗经,施工
备用操舵罗经,施工
应急罗经,施工
吊挂罗经,施工
潜望镜罗经,施工
反射罗经,施工
投影罗经,施工
传送罗经,施工
自动操舵罗经,施工
磁控元件或磁基准单元,施工
罗经盆,施工
常平架,施工
舶方位标志,进程
辙基线,进程
艏方位标志,进程
艏基线,进程
枢轴,施工
定向环,施工
罗经度盘,施工
罗经磁针,施工
磁性部件,施工
枢轴轴承,施工
度盘支承座,施工
浮室,空间
指向系统,施工
罗经点,进程
主点,进程
隅点,进程
试验台,施工
对准误差,属性
偏心误差,属性
分度误差,属性
度盘误差,属性
指向误差,属性
蜡基线误差,属性
艏基线误差,属性
摩擦误差,属性
涡动误差,属性
感应误差,属性
周期,属性
半周期,属性
自差,属性
罗经总误差,属性
倾斜误差,属性
加速误差,属性
罗经校正,进程
罗经测定,进程
船舶回旋,进程
剩余自差,属性
自差表,施工
自差曲线,进程
自差益线,进程
偏转仪,施工
倾斜误差仪,施工
消磁,进程
嬉向,属性
艏向,属性
罗经柜,施工
弗氏棒,施工
方位读数仪,施工
方位仪,施工
方位圈,施工
方位瞄准器,施工
极端值,属性
极端尺度,属性
型表面,进程
垂线,进程
艉垂直,进程
艏垂线,进程
满载水线面,进程
最大宽度,属性
最大横剖面宽度,属性
最大浸水宽,属性
排水重量,属性
排水体积,属性
吃水极端值,属性
艉吃水,属性
艏吃水,属性
长度,属性
浸水体长,属性
方型系数,属性
纵倾比,属性
纬度,属性
经度,属性
北,进程
南,进程
东,进程
西,进程
东北,进程
东南,进程
西北,进程
西南,进程
船首向,属性
真航向,属性
罗航向,属性
罗经差,属性
陀罗航向,属性
陀罗差,属性
计划航向,属性
航迹向,属性
风压差,属性
流压差,属性
风流压差,属性
转向,属性
方位,属性
真方位,属性
罗方位,属性
陀罗方位,属性
舷角,属性
距离,属性
正横距离,属性
航程,属性
计程仪航程,属性
实际航程,属性
船速,属性
主机航速,属性
计程仪航速,属性
实际速度,属性
计程仪读数,属性
计程仪改正率,属性
时间,进程
地方时,进程
世界时,进程
世界协调时,进程
时区号,进程
区时,进程
船时,进程
物标高度,属性
天体高度,属性
海里,进程
链,进程
节,进程
陆测船位,属性
天测船位,属性
积算船位,属性
推算船位,属性
雷达船位,属性
电测船位,属性
卫星船位,属性
联合船位,属性
测深船位,属性
移线船位,属性
锚位,属性
船位差,属性
罗兰船位,属性
海水表层温度,属性
海浪,进程
波高,属性
波向,属性
波型,属性
水温,属性
流速,属性
流向,属性
透明度,属性
水色,属性
海发光,进程
浮冰,进程
固定冰,进程
冰山,进程
能见度,属性
云状,属性
积云,进程
积雨云,进程
低云,进程
层云,进程
云量,属性
胚层云,进程
卷云,进程
卷层云,进程
卷积玄,进程
云高,属性
天气现象,进程
风速,属性
风向,属性
合成风,进程
软风,进程
风速范围,属性
中数值,属性
气压,属性
空气温度,属性
空气湿度,属性
船用窗,施工
船用窗公称尺寸,属性
船用窗的透光尺寸,属性
燎栓安装窗,施工
焊接窗,施工
开式窗,施工
共铰式窗,施工
固定窗,施工
船用国形窗,施工
转轴式舷窗,施工
船用矩形窗,施工
船用异形窗,施工
普通船用矩形窗,施工
船用移窗,施工
船用扇窗,施工
驾驶室窗,施工
船用宽幅窗,施工
左开窗,施工
右开窗,施工
窗座,施工
插口,施工
窗框,施工
玻璃压框,施工
舷窗风暴盖,施工
矩形窗风暴盖,施工
玻璃板,施工
加热玻璃板,施工
耐火玻璃板,施工
安全玻璃,施工
钢化安全玻璃,施工
浮法玻璃,施工
普通平板玻璃,施工
夹丝玻璃,施工
透明玻璃,施工
彩色玻璃,施工
毛玻璃,施工
旋转视窗,施工
拭窗器,施工
防护盖,施工
遮光盖,施工
防蚊纱窗,施工
导风罩,施工
船用圆形窗,施工
级栓安装窗,施工
防蚁纱窗,施工
船体放样,进程
实尺放样,进程
数学放样,进程
手工放样,进程
船体理论型线放样,进程
肋骨型线放样,进程
船体结构线放样,进程
型线光顺,进程
数学光顺,进程
肋骨插值,进程
完工型值表,进程
板缝排列,进程
结构展开,进程
外板展开,进程
板厚修正,进程
肋骨弯度,属性
样板,施工
样箱,施工
样条,施工
样棒,施工
可调样板,施工
梁拱样板,施工
肋骨样板,施工
加工样板,施工
号料样板,施工
船体零件号料,进程
手工号料,进程
草图号料,进程
数控号料,进程
套料,进程
数控套料,进程
船体加工,进程
船体加工符号,进程
钢材预处理,进程
边缘加工,进程
削斜,进程
曲面成形加工,进程
型材内弯,进程
角钢,施工
型材外弯,进程
冷弯加工,进程
热弯加工,进程
滚弯,进程
压弯,进程
顶弯,进程
折角,进程
折边,进程
压筋,进程
水火弯板,进程
大火成形,进程
火工矫正,进程
逆直线法,成果
船体装配,进程
船体零件,施工
船体部件,施工
船体组件,施工
肋骨框架,施工
船体分段,施工
平面分段,施工
曲面分段,施工
立体分段,施工
嵌补分段,施工
基准分段,施工
总段,施工
巨型总段,施工
装配定位,进程
拼板,进程
部组件装配,进程
分段装配,进程
船台装配,进程
船坞装配,进程
正装法,成果
倒装法,成果
侧装法,成果
肋板拉入法,成果
分段邃造法,成果
分段建造法,成果
总段邃造法,成果
总段建造法,成果
塔式建造法,成果
岛式邃造法,成果
岛式建造法,成果
两段造船法,成果
串联造船法,成果
巨型总段邃造法,成果
巨型总段建造法,成果
浮船坞邃造法,成果
浮船坞建造法,成果
平地建造法,成果
水上合拢,进程
平面分段流水线,进程
曲面分段流水线,进程
胎架,施工
固定胎架,施工
摇摆胎架,施工
回转胎架,施工
可调胎架,施工
正切胎架,施工
单斜切胎架,施工
双斜切胎架,施工
固定平台,施工
传送平台,施工
余量,属性
补偿量,属性
焊接反变形,进程
假舱壁,施工
船装,进程
机装,进程
管装,进程
电装,进程
安装基准,进程
拉线,进程
找中,进程
校中,进程
船舶动力装置安装,进程
综合布置,进程
综合安装配,进程
综合安装图,进程
区域矩装,进程
区域舾装,进程
硒装单元,施工
舾装单元,施工
预陋装,进程
预舾装,进程
单元组装,进程
单元舰装,进程
单元舾装,进程
分段舰装,进程
分段舾装,进程
总段颓装,进程
总段舾装,进程
船台陋装,进程
船台舾装,进程
船坞舰装,进程
船坞舾装,进程
码头陋装,进程
码头舾装,进程
上层邃筑整体吊装,进程
上层建筑整体吊装,进程
托盘,施工
托盘管理,进程
托盘编码,进程
外舰装,进程
外舾装,进程
铁陋装,进程
铁舾装,进程
舵设备安装,进程
舵系拉线,进程
舵对零位,进程
舵承间隙测量,进程
镐设备安装,进程
锚设备安装,进程
错定位,进程
锚定位,进程
掣链器定位,进程
系泊设备安装,进程
推拖设备安装,进程
救生设备安装,进程
艇固定,进程
起货设备安装,进程
支索紧固,进程
舱口盖安装,进程
舱面凰具安装,进程
舱面届具安装,进程
内炳装,进程
内舾装,进程
木船装,进程
木舾装,进程
舱室设备安装,进程
甲板敷料敷设,进程
绝缘敷设,进程
表面封闭,进程
预埋件安装,进程
围壁板安装,进程
带金属骨架绝缘安装,进程
无金属骨架绝缘安装,进程
冷库防潮处理,进程
主机安装,进程
整机安装,进程
上船组装,进程
主机校中,进程
主机定位,进程
主机热膨胀调整,进程
辅机安装,进程
配垫,进程
基座找平,进程
液压拉伸螺栓连接,进程
轴系中线,进程
轴系找中,进程
轴系孔划线,进程
拉线轴系找中,进程
光学轴系找中,进程
法兰对中,进程
基准靶,进程
投影靶,进程
轴系镂孔,进程
轴系镗孔,进程
尾轴管安装,进程
尾轴安装,进程
尾轴管衬套嵌套,进程
尾轴密封装置安装,进程
尾轴安装间隙测量,进程
尾轴承冷装安装,进程
轴系校中,进程
计算法轴系校中,进程
轴承负荷法轴系校中,进程
平轴校中法,进程
光学校中法,进程
两轴偏移,进程
两轴曲折,进程
轴棠下垂量计算,进程
轴端下垂量计算,进程
中间轴承安装,进程
推力轴承安装,进程
螺旋桨安装,进程
螺旋桨胶合连接,进程
无键螺旋桨液压安装,进程
有键螺旋桨连接,进程
螺旋桨轴密封安装,进程
调距浆零位调正,进程
锅炉本体上船安装,进程
锅炉附件安装,进程
管件族制造,进程
无余量制管,进程
管系放样,进程
管子制作图表,进程
管子划线,进程
管子平台划线,进程
管子下料,进程
管子无余量下料,进程
管子冷弯,进程
管子热弯,进程
中频弯管,进程
高频弯管,进程
数控弯管,进程
风管咬扣,进程
先焊后弯工艺,成果
回弹角测定,进程
管子清洗,进程
校管,进程
螺旋卷管,进程
管子加工流水线,进程
管系安装,进程
管子分段预陋装法,成果
管子分段预舾装法,成果
管子单元组装法,成果
法兰连接,进程
套管连接,进程
螺纹接头连接,进程
卡套接头连接,进程
管子绝缘,进程
管路补偿,进程
管路冲洗,进程
嵌补管,施工
管子单元,施工
管系完整性检查,进程
电缆敷设,进程
主干电缆,施工
成束敷设,进程
穿管敷设,进程
管道敷设,进程
穿管系数,属性
贯通件利用系数,属性
电缆支承件,施工
电缆紧固件,施工
分层敷设,进程
分束敷设,进程
电缆护罩,施工
电缆贯通件,施工
电缆框,施工
电缆填料盒,施工
电缆衬套,施工
电缆伸缩箱,施工
电缆伸缩环,施工
积木式电缆填料盒,施工
电缆填料函,施工
组合电缆填料函,施工
耐压填料函,施工
成束电缆阻燃工艺,成果
止火隔板,施工
布线利用点,进程
分接,进程
电缆册,成果
热缩套管工艺,成果
电缆贯穿密封填料,进程
电缆贯穿密封堵料,进程
减震式安装,进程
封口板,施工
托线板,施工
水密进线,进程
冷压连接,进程
螺柱式接线,进程
插入式接线,进程
