lexicon,label
电气连续性,进程
跨接,进程
防干扰接地,进程
重复接地,进程
故障接地,进程
船体邃造工艺,成果
船体建造工艺,成果
精度控制,进程
预密性试验,进程
纵向下水,进程
横向下水,进程
重力式下水,进程
漂浮式下水,进程
机械化下水,进程
纵向涂油滑道下水,进程
钢珠下水,进程
前支架压力,属性
滑道末端压力,属性
艏沉,状态
蜡落,状态
艏落,状态
艉浮,状态
艉落,状态
嫡翘,状态
艏翘,状态
舰翘,状态
艉翘,状态
舱面属具安装,进程
国定胎架,施工
抬架,进程
度,进程
分,进程
北向,属性
子午线,进程
正前方向,属性
航迹,进程
速率,属性
对地航向,属性
计划对水航迹,进程
对水航迹,进程
对水航速,属性
对地航速,属性
实际航速,属性
磁方位,属性
陀螺方位,属性
真风,进程
表观风,进程
本船矢量,进程
操舵航向,属性
风压漂移,进程
对水航向,属性
流压矢量水面的横向,进程
地理坐标、位置、线、图形符号,进程
大地坐标,进程
大地基准,进程
世界大地坐标系,进程
大地纬度,属性
大地经度,属性
地心纬度,属性
地心经度,属性
天文纬度,属性
天文经度,属性
纬度圈,进程
本初子午线,进程
纬度差,属性
纬度间距,属性
经度差,属性
平均纬度,属性
东西距,属性
纬度渐长率,属性
校正积算船位,属性
航路点距离,属性
航路点方位,属性
大圆顶点,进程
恒向线距离,属性
航路,进程
应驶距离,属性
偏航距离,属性
沿径误差,属性
船位调整,进程
国际原子时,进程
协调世界时,进程
标准时,进程
地方视时,进程
地方平均时,进程
天文时间,进程
天文导航,进程
除以地球角速度,属性
天顶,进程
天底,进程
秋分,进程
大圆,进程
小圆,进程
天球地平圈,进程
高度圈,进程
地平经圈,进程
主垂直圈,进程
东西圈,进程
天赤道,进程
赤纬圈,进程
平行千天赤道的天球圈,进程
天体时圈,进程
格林尼治天体时圈,进程
天球高度和角位移,进程
延伸出的天体时圈,进程
真高度,属性
赤纬,进程
地方时角,属性
子午角,属性
春分点地方时角,属性
格林尼治时角,属性
春分点格林尼治时角,属性
恒星时角,属性
赤经,属性
天顶距,属性
中天高度,属性
衱距,属性
视野归算,进程
的恒星时角,属性
可见地平线,进程
感觉地平面,进程
高度视差,属性
地平面视差,属性
限高,属性
上的高度视差,属性
编号术语名称,进程
视高度,属性
半径,属性
观测高度,属性
计算高度,属性
高度差,属性
龙骨深,属性
传感器下水深,属性
海图深度基准面,进程
海图水深,属性
潮沙高度,属性
涨潮流,进程
落潮流,进程
高潮,状态
平均大潮高潮位,属性
平均小潮高潮位,属性
高潮时,进程
低潮,状态
低潮位,属性
平均大潮低潮位,属性
平均小潮低潮位,属性
低潮时,进程
涨潮历时,进程
落潮历时,进程
潮涨,状态
潮差,属性
潮高,属性
基准站,施工
从属站,施工
地磁,进程
磁通量密度,属性
雷达导航,进程
距标圈,进程
可变距标圈,进程
自动频率控制,进程
灵敏度时间控制,进程
快变时间常数,进程
自动雷达标绘仪,施工
捕获,进程
跟踪,进程
真航迹,进程
对地航迹,进程
目标交换,进程
时差,属性
发射延迟,进程
精度因子,进程
船用阀门,施工
管子连接件,施工
滤器,施工
分寓器,施工
音响附件,施工
管路附属件,施工
波纹管伸缩接头,施工
测探尺,施工
测探管头,施工
测探自闭阀,施工
残油类标准排放接头,施工
舱壁阀,施工
舱底水吸入止回阀,施工
船舷接管,施工
船用蝶阀,施工
船用对夹式蝶阀,施工
船用法兰蝶阀,施工
吹除阀,施工
搭焊管接头,施工
搭焊法兰,施工
搭焊松套法兰,施工
带颈弯头,施工
单滤器,施工
淡水滤器,施工
低位通海阀,施工
电动膜片式气笛,施工
对焊管接头,施工
对焊法兰,施工
对焊松套法兰,施工
阀箱,施工
反射式液位计,施工
防火网,施工
防浪阀,施工
分离器,施工
浮筒液位计,施工
高位通海阀,施工
给水调节阀,施工
锅炉舷外排污阀,施工
国际通岸接头,施工
管法兰,施工
管卡,施工
管路减振器,施工
管式液位计,施工
管子吊架,施工
管子螺纹接头,施工
海水滤器,施工
焊接座板,施工
货油阀,施工
滑油磁性滤器,施工
滑油滤器,施工
应急舱底水吸入阀,施工
甲板通岸接头,施工
胶管接头,施工
胶管卡籍,施工
卡套式管接头,施工
可闭式防浪阀,施工
空气分离器,施工
空气干燥器,施工
空气管头,施工
空气滤器,施工
快关阀,施工
扩管式管接头,施工
漏水口,进程
螺纹焊接座,施工
螺纹旋入法兰,施工
盲板法兰,施工
膜片式气笛,施工
挠性接头,施工
浪箱,施工
排出阀箱,施工
膨胀接头,施工
偏心异径接头,施工
平板式液位计,施工
汽笛,施工
清洁剂注人阀,施工
燃油滤器,施工
识别板,施工
松套法兰,施工
松套伸缩接头,施工
疏水防浪阀,施工
双环盲板法兰,施工
双联滤器,施工
水舱空气管头,施工
水封式漏水口,进程
弹簧式呼吸阀,施工
套管接头,施工
通舱管件,施工
通海阀,施工
同心异径接头,施工
弯头,施工
吸入阀箱,施工
吸人滤网箱,施工
吸人止回阀,施工
消防阀．,施工
消防接头,施工
消火栓,施工
泄放旋塞阀,施工
T形管接头,施工
H形滤器,施工
L形滤器,施工
Y形滤器,施工
舷侧阀,施工
旋人管接头,施工
舷外排出阀,施工
异径管接头,施工
液流观察器,施工
液位计,施工
油舱空气管头,施工
油气分离器,施工
油吸入口,进程
轴系,施工
单轴系,施工
双轴系,施工
多轴系,施工
轴系中心线,进程
轴系倾角,属性
内斜轴系,施工
外斜轴系,施工
轴系内斜角,进程
轴系外斜角,进程
中轴系,施工
侧轴系,施工
批准,进程
内侧轴系,施工
外侧轴系,施工
型传动,进程
轴系主要零部件,施工
轴法兰,施工
轴法兰厚度,属性
轴法兰螺栓,施工
推力轴,施工
舰轴,施工
螺旋桨轴,施工
实心轴,施工
空心轴,施工
调整轴,施工
推力轴承,施工
推力块,施工
推力环,施工
中间轴承,施工
滑动式中间轴承,施工
滚动式中间轴承,施工
舰管,施工
舰管轴承,施工
舰轴架轴承,施工
水润滑轴承,施工
油润滑轴承,施工
轴包覆,施工
轴套,施工
白合金轴承,施工
橡胶轴承,施工
铁梨木轴承,施工
木质层积塑料轴承,施工
舰管螺母,施工
舰管填料函,施工
隔舱填料函,施工
舰管密封装置,施工
轴系制动器,施工
轴系接地装置,施工
辅助功率输出装置,施工
液压螺母,施工
轴系振动和计算,进程
轴系临界转速,属性
轴系共振,进程
轴系固有频率,属性
轴系扭转振动,进程
轴系纵向振动,进程
轴系回旋振动,进程
轴承跨距,属性
刚性轴系,进程
挠性轴系,进程
轴系效率,属性
传动装置,进程
轴系传动装置,进程
轴系传动装置效率,属性
增速齿轮箱,施工
减速齿轮箱,施工
倒顺齿轮箱,施工
同中心式齿轮箱,施工
异中心式齿轮箱,施工
水平异心齿轮箱,施工
垂直异心齿轮箱,施工
斜交轴传动齿轮箱,施工
串列式双机单轴传动装置,施工
并列式双机单轴传动装置,施工
双速齿轮箱,施工
可拆联轴器,施工
液压联轴器,施工
定义或含义,进程
夹壳联轴器,施工
橡胶金属环联轴器,施工
簧片联轴器,施工
气胎离合器,施工
倒顺离合器,施工
液力偶合器,施工
轴系安装,进程
轴系首尾基准点,进程
轴系直线校中,进程
轴系负荷校中,进程
轴系校中计算,进程
轴系合理校中,进程
轴系静态校中,进程
轴系动态校中,进程
轴系稳态校中,进程
连接法兰的偏移,进程
连接法兰的曲折,进程
轴承负荷,进程
轴承负荷影响系数,属性
顶举系数,属性
螺旋桨无键连接,进程
螺旋桨推入量,属性
螺旋桨推入力,进程
推人量起始点,进程
接触压力,进程
本篇,成果
钢质海上航行船舶,建筑
焊接结构,施工
适用要求,成果
第1篇,成果
船宽,属性
水平距离,属性
垂直距离,属性
上层连续甲板,施工
全通甲板,施工
连续甲板,施工
水密横舱壁,施工
平台甲板,施工
不连续甲板,施工
围蔽建筑,建筑
首楼,空间
尾楼,空间
长上层建筑,建筑
短上层建筑,建筑
长甲板室,空间
短甲板室,空间
装载率,属性
比值,属性
首垂线,进程
尾垂线,进程
主要支撑构件,施工
强肋骨,施工
舷侧纵桁,施工
甲板纵桁,施工
船底桁材,施工
舱壁桁材,施工
扶强构件,施工
舱壁扶强材,施工
骨材,施工
载重线船长,属性
位置1,进程
位置,进程
位置2,进程
舷侧肋骨,施工
尾尖舱舱壁,施工
最下层甲板,施工
首尖舱,空间
舱,空间
尾尖舱,空间
水密平台甲板,施工
最大服务航速,属性
最大航速,属性
开孔,施工
构件尺寸,属性
最小值,属性
磨耗,状态
设计,进程
增厚,状态
加强,状态
外力,进程
靠泊,进程
顶推,进程
拖带,进程
带板宽度,属性
骨材间距,属性
计算跨距,属性
有效跨距,属性
曲度,属性
跨距,属性
弦长,属性
主要构件,空间
布置,进程
布置,施工
结构,施工
连续,状态
剖面,进程
变化,状态
高度,属性
对接,进程
直线,进程
支撑,进程
环形框架,施工
接合处,施工
圆角,施工
邻接构件,施工
腹板高度,属性
对称剖面,进程
开口,施工
应力集中区域,空间
角隅处,施工
板材,施工
纵桁,施工
水平加强筋,施工
端部,施工
连接肘板,施工
相交处,施工
焊接,进程
切断,状态
纵向连续性,属性
对齐,进程
臂长,属性
相等,状态
搭接,进程
尺寸,属性
端肘板,施工
折边,施工
连接构件,施工
非液舱,空间
肘板,空间
垂直构件,施工
连接节点,施工
抗转动刚度,属性
尺度,属性
主要强力构件,施工
应力集中,状态
厚度,属性
加厚,状态
趾高,属性
趾部厚度,属性
船体结构,施工
钢材,施工
化学成份,属性
力学性能,属性
材料与焊接规范,成果
制造,进程
试验,进程
首柱,施工
尾轴架,施工
锻钢件,施工
铸钢件,施工
高强度钢,施工
钢,施工
尾框架,施工
支撑舵,施工
螺旋桨毂,施工
挂舵臂,施工
材料级别II,成果
钢级,成果
集中力,进程
半平衡舵,施工
下舵承,施工
材料级别III,成果
材料级别,属性
材质,施工
连接件,施工
低碳钢,施工
高强度结构钢,施工
舭龙骨垫板,施工
圆弧形舷板,施工
舷板,施工
甲板板,施工
纵舱壁上列板,施工
不变,状态
集装箱船,建筑
抗扭箱形结构,施工
液货船,建筑
一致,状态
T型,施工
十字型接头,施工
Z向钢钢板,施工
舱口盖,施工
铝合金材料,施工
化学成分,属性
铝合金,施工
焊接工艺,属性
认可,进程
审查,进程
油船,建筑
液货舱,建筑
化学品船,建筑
不锈钢,施工
本节,成果
焊缝设计,施工
焊缝布置,施工
施焊,成果
焊缝位置,施工
平焊,成果
焊缝,施工
结构剖面,进程
过渡区域,空间
集中,状态
主要结构,施工
平行焊缝,施工
舱壁板,施工
对接焊缝,施工
搭接焊缝,施工
固定垫板,施工
高强度钢角,施工
双面连续焊缝,施工
母材,施工
低氢焊接材料,施工
钢板,施工
削斜,状态
板,施工
高拉伸应力,进程
压缩载荷部位,施工
搭接焊,成果
型材,施工
扁钢,施工
连续熔透焊缝,成果
长孔塞焊,成果
舵封板侧板,施工
塞焊焊接,成果
塞焊孔,施工
宽度,属性
端部,进程
圆形,进程
角焊缝,施工
双面焊接,成果
挖孔间断焊,成果
孔,施工
两端,进程
圆弧形,进程
光滑,状态
焊缝面积,属性
横剖面面积,属性
强力构件,施工
本章,成果
干货船,建筑
多层甲板,施工
单层甲板,施工
单层底,施工
舱口布置,进程
船底,建筑
自卸系统,施工
自卸货系统,施工
船舶与海上设施起重设备规范,成果
压载水,状态
船舶压载水管理计划编制指南,成果
排空注入法,成果
首部,施工
规定,成果
舭列板,施工
舷侧,建筑
舭部,建筑
船端,建筑
要求,成果
船中部,建筑
边板,施工
上缘,施工
平整,状态
流水孔,施工
圆弧舷板,施工
圆弧半径,属性
板厚,属性
甲板装置,施工
尾柱,施工
包板,施工
轴毂,施工
多推进器尾轴架托掌固定处,施工
端部外板,施工
中部外板,施工
锚链筒处,施工
复板,施工
锚链筒,施工
出口处,进程
锚唇外缘,施工
铸钢,施工
直径,属性
弯曲部分,施工
开口,进程
椭圆形,进程
圆形孔,进程
甲板开口,进程
端点,进程
舷缘,施工
海水进口,进程
圆角,进程
开口角隅,进程
通海阀箱,施工
货舱口边线,进程
舭龙骨,建筑
端接缝,施工
错开,状态
支持,进程
水平肘板,施工
端部甲板,施工
最小厚度,属性
长桥楼甲板,施工
船中剖面模数,属性
相同,状态
首楼保护,状态
首楼甲板,施工
机炉舱,空间
角隅,进程
货舱开口,进程
抛物线形,进程
嵌入板,施工
舱口边线,进程
舱口角隅,施工
边缘,进程
端壁,施工
货舱口,空间
升高甲板,施工
上层建筑端部,施工
甲板敷盖,施工
材料,施工
露天钢甲板,施工
钢甲板,施工
化学敷料,施工
减薄,状态
单层底船舶,建筑
肋板,施工
纵向加强筋,施工
纵桁外侧,施工
肋位,施工
舭部,施工
向首尾端,施工
液舱舱壁,施工
舱壁底列板,施工
小型船舶,建筑
减小,状态
尾部,进程
底部肋板,施工
肋板,空间
线型,属性
强度,属性
船底肋板,施工
大小,属性
泵,施工
抽唧率,属性
吸口,施工
纵向骨架,施工
中桁材,施工
旁桁材,施工
间距,属性
中断区域,空间
倾斜,状态
降低,状态
自由边,进程
机舱后壁,施工
轴隧中间轴承,施工
人孔,施工
开孔位置,进程
减轻孔,施工
透气孔,施工
内肋板,施工
桁材,施工
首尾柱,施工
箱形中桁材,施工
管隧,施工
侧板,施工
衔接,进程
过渡区,空间
均匀,状态
加强筋,施工
锅炉,空间
支柱,施工
边液舱,空间
隔离舱,空间
内底骨材,施工
船底骨材,施工
水平,状态
水密,属性
水密旁桁材,施工
深隔离舱,空间
剖面模数,属性
加筋,施工
主机,空间
撑柱,施工
非水密肋板,施工
底纵骨,施工
骨架,施工
孔缘,施工
板宽,属性
舷侧纵骨,施工
普通主肋骨,施工
普通甲板间肋骨,施工
船尾部,建筑
船侧,建筑
上甲板,施工
舭部纵骨,施工
纵骨腹板,施工
强肋骨腹板,施工
舷侧,施工
甲板横梁,施工
纵桁腹板,施工
舱口纵桁,施工
集中载荷,进程
刚性固定,状态
切口高度,属性
电缆,施工
管系,施工
开孔高度,属性
纵桁肘板,施工
腹板厚度,属性
开口线,进程
强力甲板纵骨,施工
末端,进程
横向构件,施工
甲板强横梁,施工
强横梁腹板,施工
舱口甲板纵桁,施工
横梁腹板,施工
舱口围板,施工
剖面惯性矩,属性
延伸构件,施工
悬臂梁,施工
计算剖面,进程
趾端,施工
肋骨腹板,施工
内底,施工
上端,进程
空心矩形剖面支柱,施工
下端,进程
纵向,状态
横向,状态
加厚板,施工
油舱,建筑
空心矩形剖面,进程
下层货舱,空间
最大间距,属性
最小高度,属性
深舱舱壁,施工
对称槽形舱壁,施工
双层板舱壁,施工
污水沟,施工
舱底污水井,施工
尾管,施工
处舱壁板,施工
横向舱壁,施工
端部肘板,施工
上甲板间舱,空间
上下端,进程
底部,进程
纵骨平面,施工
槽形舱壁,施工
跨距中点,进程
隔板,施工
面板宽度,属性
面板厚度,属性
台阶,施工
平台板,施工
横梁尺寸,属性
液体,施工
水,施工
燃油,施工
植物油,施工
舱室,空间
甲板间,空间
污水沟,空间
污水井,空间
开孔平台,施工
制荡舱壁,施工
舱宽中心线,进程
船宽中心线,进程
开孔面积,属性
舱壁总面积,属性
邻接外板,施工
曲率半径,属性
铸钢首柱,施工
剖面积,属性
无舵柱,施工
尾框底骨,施工
船体骨架,施工
铸钢尾柱,施工
横向隔板,施工
垂直隔板,施工
尾轴管,施工
球鼻首,施工
球鼻,施工
分段铸件,施工
锻件,施工
支臂,施工
船体外板,施工
面板剖面积,属性
尖瘦,状态
肋板高度,属性
上缘,进程
支撑构件,施工
下缘,进程
舱顶,施工
舷侧板,施工
连接处,进程
单螺旋桨船舶,建筑
上部,进程
尾突出体,施工
宽大,状态
左右舷,施工
间断舷侧纵桁,施工
首部舷侧结构,施工
滚装船,建筑
客船,建筑
车辆运输船,建筑
首部外飘,施工
刚度,属性
横隔板,施工
横肘板,施工
纵桁面板,施工
底部旁桁材,施工
机座纵桁,施工
局部桁材,施工
半高旁桁材,施工
水平面板,施工
垂直肘板,施工
水密结构,施工
轴隧板,施工
拱形顶板,施工
干货舱,空间
平形顶板,施工
顶板,施工
平顶形,进程
垂直部分,进程
壁板,施工
推力轴承龛,施工
轴隧尾室,空间
应急通道,施工
露天甲板,施工
围壁结构,施工
通道,施工
关闭装置,施工
船首,建筑
散货船,建筑
矿砂船,建筑
兼用船,建筑
载荷,进程
甲板结构,施工
甲板板厚度,属性
骨架尺寸,属性
近海供应船,建筑
顶甲板,施工
甲板室纵桁,施工
局部舱壁,施工
高负荷区域,空间
隔壁,施工
支持结构区域,空间
门,施工
围壁板,施工
吊艇架区域,空间
端区,进程
侧壁开口,进程
数量,属性
垂直桁材,施工
加强构件,施工
加强结构,施工
升高甲板区,空间
甲板厚度,属性
端壁板,施工
台阶处,施工
钢质舱棚,空间
机舱棚,空间
尾升高甲板,施工
钢质,属性
露天机舱棚,空间
围壁,施工
甲板室围壁,施工
烟囱,施工
排气烟道,施工
计算载荷,进程
挡浪板,施工
扶强材尺寸,属性
直升机甲板,施工
直升机甲板结构,施工
有关客滚船直升机降落区域的建议,成果
独立平台结构,施工
桁架式,施工
海上移动式钻井平台构造和设备规则,成果
直升机,空间
非轮式降落机构,施工
着地承载面积,属性
直升机制造商,进程
初始板厚,属性
直升机轮印载荷,进程
舷墙支架支撑,进程
排水舷口,施工
舷墙板,施工
支撑肘板,施工
桅侧稳索,施工
吊杆稳索,施工
系固处,进程
安装处,进程
通道口,进程
加强区域,空间
间隙,进程
支座,施工
平坦部位,施工
舱口,施工
露天,状态
1966年国际载重线公约,成果
非露天,状态
钢质舱口盖,施工
车辆,进程
车辆,施工
货物,进程
面积,属性
带板,施工
钢质箱型,状态
结构强度,属性
活动横梁,施工
结构屈服,属性
变形,状态
结构屈曲强度,属性
封闭装置,施工
其他类型,状态
舱口盖板,施工
标志,成果
货舱区域,空间
船底骨架,施工
油密肋板,施工
垂直撑柱,施工
设置,进程
散装干货,进程
兼装船,建筑
重量,属性
剖面型舵,施工
剖面优化加强型,状态
钢质舵,施工
上舵承,施工
舵杆围阱,施工
密封装置,施工
顶部,进程
装载水线,进程
焊接件材料,施工
钢板钢级,属性
连接螺栓,施工
键,施工
铸件,施工
螺栓,施工
屈服应力,属性
塞焊处,进程
塞焊,成果
缺口,进程
缺口处,进程
舵板倒角,施工
舵板,施工
舵旁板,施工
圆弧处,进程
锻钢,施工
铸钢承座实心体,施工
厚板,施工
全焊透,成果
上部分,进程
设计细节,进程
水平法兰,施工
导边板,施工
实心体,进程
实心锻钢,施工
铸钢承座,施工
凸缘,施工
实心承座,施工
水平隔板,施工
实心部分,进程
承座,施工
对称轴,施工
舵杆螺母,施工
通道开口,进程
全熔透焊接板,施工
螺栓孔,施工
法兰边,施工
连接法兰,施工
铰孔螺栓,施工
螺母,施工
止动装置,施工
螺栓直径,属性
材料宽度,属性
锥形,进程
螺纹,施工
舵销承座,施工
舵枢,施工
舵销直径,属性
钢板焊接,成果
剖面形状,进程
截面,进程
等效应力,进程
船尾,建筑
水平桁材,施工
中纵舱壁,施工
挂舵臂板,施工
板材钢级,属性
船壳,建筑
导流尾鳍,施工
连接焊缝,施工
舵柄,施工
对合,施工
舵扇,施工
转叶式舵机,施工
转子,施工
叶片,施工
转舵机构,施工
键槽,施工
圆弧倒角,施工
倒角,施工
挤压应力,进程
屈服应力,进程
冰级标志,成果
结构尺寸,属性
锚,施工
挡风板,施工
无杆锚,施工
质量,属性
梢子,施工
转轴,施工
锚总质量,属性
首锚,施工
有杆,状态
大抓力锚,施工
无杆首锚,施工
抓力,施工
钢丝绳,施工
转环,施工
内端,进程
结构形式,进程
拖索,施工
植物纤维,施工
合成纤维,施工
系船索,施工
钢丝,施工
周长,属性
破断负荷,进程
缆车,施工
作业用绞车,施工
锚机,施工
系泊绞车,施工
整体式,施工
锚机,空间
支承锚机,施工
螺栓载荷,进程
固定锚机,施工
甲板骨架强度,属性
木条,施工
敷料,施工
装卸,进程
双层木铺板,施工
深油舱,空间
加热设备,施工
绝缘,状态
入孔盖,施工
附件,施工
入孔,施工
钢镶框,施工
钢盖板,施工
外表面,进程
油漆,施工
处所,空间
杂货,施工
护舷木条,施工
护舷条,施工
钢质材料,施工
轻型吊杆装置,施工
桅,施工
起重柱,施工
支持点,进程
补强,状态
壁厚,属性
通风筒,施工
轻型吊杆,施工
吊货杆座,施工
千斤索眼板,施工
桅支索眼板,施工
工况,属性
安全系数,属性
船旗国主管机关,进程
化学品液货船,建筑
液化气体船,建筑
应急拖带装置,施工
操作,进程
拖船,建筑
短拖索,施工
硬质末端眼环,施工
弓形卸扣,施工
导缆装置,施工
滚柱,施工
防擦装置,施工
部件,施工
拖力点,进程
紧固端,进程
拖带装置,施工
止链器,施工
拖力眼板,施工
装置,施工
拖带,施工
船用配件,施工
系泊,进程
支撑结构,施工
构造,进程
净尺度,属性
伴航拖带,施工
运河拖带,施工
应急拖带,施工
常规船舶,建筑
排水型船舶,建筑
特殊用途船舶,建筑
机械自航船舶,建筑
系缆桩,施工
缆柱,施工
系缆器,施工
立式滚轮,施工
正常拖带,施工
其他拖带,施工
船体支撑结构,建筑
绞盘,施工
绞车,施工
工业标准,成果
国际标准,成果
标准,成果
拖带作业,施工
拖带设备,施工
液货船应急拖带,施工
甲板配件,施工
基座,施工
底座,施工
配件,施工
规范,成果
甲板设备,施工
属具,施工
资料,进程
载荷工况,属性
作业载荷,进程
上浪载荷,进程
起重设备,施工
潜水器吊放系统,施工
潜水补给船,建筑
起重机,施工
安全工作负荷,进程
最大载荷,进程
自重,属性
总重量,属性
起重零部件,施工
倾覆力矩,属性
最大弯矩,属性
船舶结构,施工
布置图,进程
抗屈曲失效,属性
减薄厚度,属性
屈曲安全因子,属性
易燃液体货品,进程
强力端,进程
总厚度,属性
设计载荷,进程
安全工作载荷,进程
受力点,进程
焊接点,进程
计算应力,进程
许用值,进程
救生装置,施工
救生艇,施工
救生筏,施工
救助艇,施工
支架,施工
专用机械,施工
供应商,进程
板厚度,属性
升降运行设备,施工
固定点,进程
船员升降机,施工
舷梯,施工
登乘梯,施工
桅杆,施工
高腹板横梁,施工
桅杆结构,施工
焊接连接处,进程
拖曳设备,施工
